resuming from observation id 58,100,202 (1,506,000 rows kept)
6,341,161 annotated observations in bbox

  601,400/6,344,928 scanned, 3,999,600 kept, pace 1.05s, 0 throttled
  601,600/6,344,928 scanned, 3,999,800 kept, pace 1.05s, 0 throttled
  601,800/6,344,928 scanned, 4,000,000 kept, pace 1.05s, 0 throttled
  602,000/6,344,928 scanned, 4,000,200 kept, pace 1.05s, 0 throttled
  602,200/6,344,928 scanned, 4,000,400 kept, pace 1.05s, 0 throttled
  602,400/6,344,928 scanned, 4,000,600 kept, pace 1.05s, 0 throttled
  602,600/6,344,928 scanned, 4,000,800 kept, pace 1.05s, 0 throttled
  602,800/6,344,928 scanned, 4,001,000 kept, pace 1.05s, 0 throttled
  603,000/6,344,928 scanned, 4,001,200 kept, pace 1.05s, 0 throttled
  603,200/6,344,928 scanned, 4,001,400 kept, pace 1.05s, 0 throttled
  603,400/6,344,928 scanned, 4,001,600 kept, pace 1.05s, 0 throttled
  603,600/6,344,928 scanned, 4,001,800 kept, pace 1.05s, 0 throttled
  603,800/6,344,928 scanned, 4,002,000 kept, pace 1.05s, 0 throttled
  604,000/6,344,928 scanned, 4,002,200 kept, pace 1.05s, 0 throttled
  604,200/6,344,928 scanned, 4,002,400 kept, pace 1.05s, 0 throttled
  604,400/6,344,928 scanned, 4,002,600 kept, pace 1.05s, 0 throttled
  604,600/6,344,928 scanned, 4,002,800 kept, pace 1.05s, 0 throttled
  604,800/6,344,928 scanned, 4,003,000 kept, pace 1.05s, 0 throttled
  605,000/6,344,928 scanned, 4,003,200 kept, pace 1.05s, 0 throttled
  605,200/6,344,928 scanned, 4,003,400 kept, pace 1.05s, 0 throttled
  605,400/6,344,928 scanned, 4,003,600 kept, pace 1.05s, 0 throttled
  605,600/6,344,928 scanned, 4,003,800 kept, pace 1.05s, 0 throttled
  605,800/6,344,928 scanned, 4,004,000 kept, pace 1.05s, 0 throttled
  606,000/6,344,928 scanned, 4,004,200 kept, pace 1.05s, 0 throttled
  606,200/6,344,928 scanned, 4,004,400 kept, pace 1.05s, 0 throttled
  606,400/6,344,928 scanned, 4,004,600 kept, pace 1.05s, 0 throttled
  606,600/6,344,928 scanned, 4,004,800 kept, pace 1.05s, 0 throttled
  606,800/6,344,928 scanned, 4,005,000 kept, pace 1.05s, 0 throttled
  607,000/6,344,928 scanned, 4,005,200 kept, pace 1.05s, 0 throttled
  607,200/6,344,928 scanned, 4,005,400 kept, pace 1.05s, 0 throttled
  607,400/6,344,928 scanned, 4,005,600 kept, pace 1.05s, 0 throttled
  607,600/6,344,928 scanned, 4,005,800 kept, pace 1.05s, 0 throttled
  607,800/6,344,928 scanned, 4,006,000 kept, pace 1.05s, 0 throttled
  608,000/6,344,928 scanned, 4,006,200 kept, pace 1.05s, 0 throttled
  608,200/6,344,928 scanned, 4,006,400 kept, pace 1.05s, 0 throttled
  608,400/6,344,928 scanned, 4,006,600 kept, pace 1.05s, 0 throttled
  608,600/6,344,928 scanned, 4,006,800 kept, pace 1.05s, 0 throttled
  608,800/6,344,928 scanned, 4,007,000 kept, pace 1.05s, 0 throttled
  609,000/6,344,928 scanned, 4,007,200 kept, pace 1.05s, 0 throttled
  609,200/6,344,928 scanned, 4,007,400 kept, pace 1.05s, 0 throttled
  609,400/6,344,928 scanned, 4,007,600 kept, pace 1.05s, 0 throttled
  609,600/6,344,928 scanned, 4,007,800 kept, pace 1.05s, 0 throttled
  609,800/6,344,928 scanned, 4,008,000 kept, pace 1.05s, 0 throttled
  610,000/6,344,928 scanned, 4,008,200 kept, pace 1.05s, 0 throttled
  610,200/6,344,928 scanned, 4,008,400 kept, pace 1.05s, 0 throttled
  610,400/6,344,928 scanned, 4,008,600 kept, pace 1.05s, 0 throttled
  610,600/6,344,928 scanned, 4,008,800 kept, pace 1.05s, 0 throttled
  610,800/6,344,928 scanned, 4,009,000 kept, pace 1.05s, 0 throttled
  611,000/6,344,928 scanned, 4,009,200 kept, pace 1.05s, 0 throttled
  611,200/6,344,928 scanned, 4,009,400 kept, pace 1.05s, 0 throttled
  611,400/6,344,928 scanned, 4,009,600 kept, pace 1.05s, 0 throttled
  611,600/6,344,928 scanned, 4,009,800 kept, pace 1.05s, 0 throttled
  611,800/6,344,928 scanned, 4,010,000 kept, pace 1.05s, 0 throttled
  612,000/6,344,928 scanned, 4,010,200 kept, pace 1.05s, 0 throttled
  612,200/6,344,928 scanned, 4,010,400 kept, pace 1.05s, 0 throttled
  612,400/6,344,928 scanned, 4,010,600 kept, pace 1.05s, 0 throttled
  612,600/6,344,928 scanned, 4,010,800 kept, pace 1.05s, 0 throttled
  612,800/6,344,928 scanned, 4,011,000 kept, pace 1.05s, 0 throttled
  613,000/6,344,928 scanned, 4,011,200 kept, pace 1.05s, 0 throttled
  613,200/6,344,928 scanned, 4,011,400 kept, pace 1.05s, 0 throttled
  613,400/6,344,928 scanned, 4,011,600 kept, pace 1.05s, 0 throttled
  613,600/6,344,928 scanned, 4,011,800 kept, pace 1.05s, 0 throttled
  613,800/6,344,928 scanned, 4,012,000 kept, pace 1.05s, 0 throttled
  614,000/6,344,928 scanned, 4,012,200 kept, pace 1.05s, 0 throttled
  614,200/6,344,928 scanned, 4,012,400 kept, pace 1.05s, 0 throttled
  614,400/6,344,928 scanned, 4,012,600 kept, pace 1.05s, 0 throttled
  614,600/6,344,928 scanned, 4,012,800 kept, pace 1.05s, 0 throttled
  614,800/6,344,928 scanned, 4,013,000 kept, pace 1.05s, 0 throttled
  615,000/6,344,928 scanned, 4,013,200 kept, pace 1.05s, 0 throttled
  615,200/6,344,928 scanned, 4,013,400 kept, pace 1.05s, 0 throttled
  615,400/6,344,928 scanned, 4,013,600 kept, pace 1.05s, 0 throttled
  615,600/6,344,928 scanned, 4,013,800 kept, pace 1.05s, 0 throttled
  615,800/6,344,928 scanned, 4,014,000 kept, pace 1.05s, 0 throttled
  616,000/6,344,928 scanned, 4,014,200 kept, pace 1.05s, 0 throttled
  616,200/6,344,928 scanned, 4,014,400 kept, pace 1.05s, 0 throttled
  616,400/6,344,928 scanned, 4,014,600 kept, pace 1.05s, 0 throttled
  616,600/6,344,928 scanned, 4,014,800 kept, pace 1.05s, 0 throttled
  616,800/6,344,928 scanned, 4,015,000 kept, pace 1.05s, 0 throttled
  617,000/6,344,928 scanned, 4,015,200 kept, pace 1.05s, 0 throttled
  617,200/6,344,928 scanned, 4,015,400 kept, pace 1.05s, 0 throttled
  617,400/6,344,928 scanned, 4,015,600 kept, pace 1.05s, 0 throttled
  617,600/6,344,928 scanned, 4,015,800 kept, pace 1.05s, 0 throttled
  617,800/6,344,928 scanned, 4,016,000 kept, pace 1.05s, 0 throttled
  618,000/6,344,928 scanned, 4,016,200 kept, pace 1.05s, 0 throttled
  618,200/6,344,928 scanned, 4,016,400 kept, pace 1.05s, 0 throttled
  618,400/6,344,928 scanned, 4,016,600 kept, pace 1.05s, 0 throttled
  618,600/6,344,928 scanned, 4,016,800 kept, pace 1.05s, 0 throttled
  618,800/6,344,928 scanned, 4,017,000 kept, pace 1.05s, 0 throttled
  619,000/6,344,928 scanned, 4,017,200 kept, pace 1.05s, 0 throttled
  619,200/6,344,928 scanned, 4,017,400 kept, pace 1.05s, 0 throttled
  619,400/6,344,928 scanned, 4,017,600 kept, pace 1.05s, 0 throttled
  619,600/6,344,928 scanned, 4,017,800 kept, pace 1.05s, 0 throttled
  619,800/6,344,928 scanned, 4,018,000 kept, pace 1.05s, 0 throttled
  620,000/6,344,928 scanned, 4,018,200 kept, pace 1.05s, 0 throttled
  620,200/6,344,928 scanned, 4,018,400 kept, pace 1.05s, 0 throttled
  620,400/6,344,928 scanned, 4,018,600 kept, pace 1.05s, 0 throttled
  620,600/6,344,928 scanned, 4,018,800 kept, pace 1.05s, 0 throttled
  620,800/6,344,928 scanned, 4,019,000 kept, pace 1.05s, 0 throttled
  621,000/6,344,928 scanned, 4,019,200 kept, pace 1.05s, 0 throttled
  621,200/6,344,928 scanned, 4,019,400 kept, pace 1.05s, 0 throttled
  621,400/6,344,928 scanned, 4,019,600 kept, pace 1.05s, 0 throttled
  621,600/6,344,928 scanned, 4,019,800 kept, pace 1.05s, 0 throttled
  621,800/6,344,928 scanned, 4,020,000 kept, pace 1.05s, 0 throttled
  622,000/6,344,928 scanned, 4,020,200 kept, pace 1.05s, 0 throttled
  622,200/6,344,928 scanned, 4,020,400 kept, pace 1.05s, 0 throttled
  622,400/6,344,928 scanned, 4,020,600 kept, pace 1.05s, 0 throttled
  622,600/6,344,928 scanned, 4,020,800 kept, pace 1.05s, 0 throttled
  622,800/6,344,928 scanned, 4,021,000 kept, pace 1.05s, 0 throttled
  623,000/6,344,928 scanned, 4,021,200 kept, pace 1.05s, 0 throttled
  623,200/6,344,928 scanned, 4,021,400 kept, pace 1.05s, 0 throttled
  623,400/6,344,928 scanned, 4,021,600 kept, pace 1.05s, 0 throttled
  623,600/6,344,928 scanned, 4,021,800 kept, pace 1.05s, 0 throttled
  623,800/6,344,928 scanned, 4,022,000 kept, pace 1.05s, 0 throttled
  624,000/6,344,928 scanned, 4,022,200 kept, pace 1.05s, 0 throttled
  624,200/6,344,928 scanned, 4,022,400 kept, pace 1.05s, 0 throttled
  624,400/6,344,928 scanned, 4,022,600 kept, pace 1.05s, 0 throttled
  624,600/6,344,928 scanned, 4,022,800 kept, pace 1.05s, 0 throttled
  624,800/6,344,928 scanned, 4,023,000 kept, pace 1.05s, 0 throttled
  625,000/6,344,928 scanned, 4,023,200 kept, pace 1.05s, 0 throttled
  625,200/6,344,928 scanned, 4,023,400 kept, pace 1.05s, 0 throttled
  625,400/6,344,928 scanned, 4,023,600 kept, pace 1.05s, 0 throttled
  625,600/6,344,928 scanned, 4,023,800 kept, pace 1.05s, 0 throttled
  625,800/6,344,928 scanned, 4,024,000 kept, pace 1.05s, 0 throttled
  626,000/6,344,928 scanned, 4,024,200 kept, pace 1.05s, 0 throttled
  626,200/6,344,928 scanned, 4,024,400 kept, pace 1.05s, 0 throttled
  626,400/6,344,928 scanned, 4,024,600 kept, pace 1.05s, 0 throttled
  626,600/6,344,928 scanned, 4,024,800 kept, pace 1.05s, 0 throttled
  626,800/6,344,928 scanned, 4,025,000 kept, pace 1.05s, 0 throttled
  627,000/6,344,928 scanned, 4,025,200 kept, pace 1.05s, 0 throttled
  627,200/6,344,928 scanned, 4,025,400 kept, pace 1.05s, 0 throttled
  627,400/6,344,928 scanned, 4,025,600 kept, pace 1.05s, 0 throttled
  627,600/6,344,928 scanned, 4,025,800 kept, pace 1.05s, 0 throttled
  627,800/6,344,928 scanned, 4,026,000 kept, pace 1.05s, 0 throttled
  628,000/6,344,928 scanned, 4,026,200 kept, pace 1.05s, 0 throttled
  628,200/6,344,928 scanned, 4,026,400 kept, pace 1.05s, 0 throttled
  628,400/6,344,928 scanned, 4,026,600 kept, pace 1.05s, 0 throttled
  628,600/6,344,928 scanned, 4,026,800 kept, pace 1.05s, 0 throttled
  628,800/6,344,928 scanned, 4,027,000 kept, pace 1.05s, 0 throttled
  629,000/6,344,928 scanned, 4,027,200 kept, pace 1.05s, 0 throttled
  629,200/6,344,928 scanned, 4,027,400 kept, pace 1.05s, 0 throttled
  629,400/6,344,928 scanned, 4,027,600 kept, pace 1.05s, 0 throttled
  629,600/6,344,928 scanned, 4,027,800 kept, pace 1.05s, 0 throttled
  629,800/6,344,928 scanned, 4,028,000 kept, pace 1.05s, 0 throttled
  630,000/6,344,928 scanned, 4,028,200 kept, pace 1.05s, 0 throttled
  630,200/6,344,928 scanned, 4,028,400 kept, pace 1.05s, 0 throttled
  630,400/6,344,928 scanned, 4,028,600 kept, pace 1.05s, 0 throttled
  630,600/6,344,928 scanned, 4,028,800 kept, pace 1.05s, 0 throttled
  630,800/6,344,928 scanned, 4,029,000 kept, pace 1.05s, 0 throttled
  631,000/6,344,928 scanned, 4,029,200 kept, pace 1.05s, 0 throttled
  631,200/6,344,928 scanned, 4,029,400 kept, pace 1.05s, 0 throttled
  631,400/6,344,928 scanned, 4,029,600 kept, pace 1.05s, 0 throttled
  631,600/6,344,928 scanned, 4,029,800 kept, pace 1.05s, 0 throttled
  631,800/6,344,928 scanned, 4,030,000 kept, pace 1.05s, 0 throttled
  632,000/6,344,928 scanned, 4,030,200 kept, pace 1.05s, 0 throttled
  632,200/6,344,928 scanned, 4,030,400 kept, pace 1.05s, 0 throttled
  632,400/6,344,928 scanned, 4,030,600 kept, pace 1.05s, 0 throttled
  632,600/6,344,928 scanned, 4,030,800 kept, pace 1.05s, 0 throttled
  632,800/6,344,928 scanned, 4,031,000 kept, pace 1.05s, 0 throttled
  633,000/6,344,928 scanned, 4,031,200 kept, pace 1.05s, 0 throttled
  633,200/6,344,928 scanned, 4,031,400 kept, pace 1.05s, 0 throttled
  633,400/6,344,928 scanned, 4,031,600 kept, pace 1.05s, 0 throttled
  633,600/6,344,928 scanned, 4,031,800 kept, pace 1.05s, 0 throttled
  633,800/6,344,928 scanned, 4,032,000 kept, pace 1.05s, 0 throttled
  634,000/6,344,928 scanned, 4,032,200 kept, pace 1.05s, 0 throttled
  634,200/6,344,928 scanned, 4,032,400 kept, pace 1.05s, 0 throttled
  634,400/6,344,928 scanned, 4,032,600 kept, pace 1.05s, 0 throttled
  634,600/6,344,928 scanned, 4,032,800 kept, pace 1.05s, 0 throttled
  634,800/6,344,928 scanned, 4,033,000 kept, pace 1.05s, 0 throttled
  635,000/6,344,928 scanned, 4,033,200 kept, pace 1.05s, 0 throttled
  635,200/6,344,928 scanned, 4,033,400 kept, pace 1.05s, 0 throttled
  635,400/6,344,928 scanned, 4,033,600 kept, pace 1.05s, 0 throttled
  635,600/6,344,928 scanned, 4,033,800 kept, pace 1.05s, 0 throttled
  635,800/6,344,928 scanned, 4,034,000 kept, pace 1.05s, 0 throttled
  636,000/6,344,928 scanned, 4,034,200 kept, pace 1.05s, 0 throttled
  636,200/6,344,928 scanned, 4,034,400 kept, pace 1.05s, 0 throttled
  636,400/6,344,928 scanned, 4,034,600 kept, pace 1.05s, 0 throttled
  636,600/6,344,928 scanned, 4,034,800 kept, pace 1.05s, 0 throttled
  636,800/6,344,928 scanned, 4,035,000 kept, pace 1.05s, 0 throttled
  637,000/6,344,928 scanned, 4,035,200 kept, pace 1.05s, 0 throttled
  637,200/6,344,928 scanned, 4,035,400 kept, pace 1.05s, 0 throttled
  637,400/6,344,928 scanned, 4,035,600 kept, pace 1.05s, 0 throttled
  637,600/6,344,928 scanned, 4,035,800 kept, pace 1.05s, 0 throttled
  637,800/6,344,928 scanned, 4,036,000 kept, pace 1.05s, 0 throttled
  638,000/6,344,928 scanned, 4,036,200 kept, pace 1.05s, 0 throttled
  638,200/6,344,928 scanned, 4,036,400 kept, pace 1.05s, 0 throttled
  638,400/6,344,928 scanned, 4,036,600 kept, pace 1.05s, 0 throttled
  638,600/6,344,928 scanned, 4,036,800 kept, pace 1.05s, 0 throttled
  638,800/6,344,928 scanned, 4,037,000 kept, pace 1.05s, 0 throttled
  639,000/6,344,928 scanned, 4,037,200 kept, pace 1.05s, 0 throttled
  639,200/6,344,928 scanned, 4,037,400 kept, pace 1.05s, 0 throttled
  639,400/6,344,928 scanned, 4,037,600 kept, pace 1.05s, 0 throttled
  639,600/6,344,928 scanned, 4,037,800 kept, pace 1.05s, 0 throttled
  639,800/6,344,928 scanned, 4,038,000 kept, pace 1.05s, 0 throttled
  640,000/6,344,928 scanned, 4,038,200 kept, pace 1.05s, 0 throttled
  640,200/6,344,928 scanned, 4,038,400 kept, pace 1.05s, 0 throttled
  640,400/6,344,928 scanned, 4,038,600 kept, pace 1.05s, 0 throttled
  640,600/6,344,928 scanned, 4,038,800 kept, pace 1.05s, 0 throttled
  640,800/6,344,928 scanned, 4,039,000 kept, pace 1.05s, 0 throttled
  641,000/6,344,928 scanned, 4,039,200 kept, pace 1.05s, 0 throttled
  641,200/6,344,928 scanned, 4,039,400 kept, pace 1.05s, 0 throttled
  641,400/6,344,928 scanned, 4,039,600 kept, pace 1.05s, 0 throttled
  641,600/6,344,928 scanned, 4,039,800 kept, pace 1.05s, 0 throttled
  641,800/6,344,928 scanned, 4,040,000 kept, pace 1.05s, 0 throttled
  642,000/6,344,928 scanned, 4,040,200 kept, pace 1.05s, 0 throttled
  642,200/6,344,928 scanned, 4,040,400 kept, pace 1.05s, 0 throttled
  642,400/6,344,928 scanned, 4,040,600 kept, pace 1.05s, 0 throttled
  642,600/6,344,928 scanned, 4,040,800 kept, pace 1.05s, 0 throttled
  642,800/6,344,928 scanned, 4,041,000 kept, pace 1.05s, 0 throttled
  643,000/6,344,928 scanned, 4,041,200 kept, pace 1.05s, 0 throttled
  643,200/6,344,928 scanned, 4,041,400 kept, pace 1.05s, 0 throttled
  643,400/6,344,928 scanned, 4,041,600 kept, pace 1.05s, 0 throttled
  643,600/6,344,928 scanned, 4,041,800 kept, pace 1.05s, 0 throttled
  643,800/6,344,928 scanned, 4,042,000 kept, pace 1.05s, 0 throttled
  644,000/6,344,928 scanned, 4,042,200 kept, pace 1.05s, 0 throttled
  644,200/6,344,928 scanned, 4,042,400 kept, pace 1.05s, 0 throttled
  644,400/6,344,928 scanned, 4,042,600 kept, pace 1.05s, 0 throttled
  644,600/6,344,928 scanned, 4,042,800 kept, pace 1.05s, 0 throttled
  644,800/6,344,928 scanned, 4,043,000 kept, pace 1.05s, 0 throttled
  645,000/6,344,928 scanned, 4,043,200 kept, pace 1.05s, 0 throttled
  645,200/6,344,928 scanned, 4,043,400 kept, pace 1.05s, 0 throttled
  645,400/6,344,928 scanned, 4,043,600 kept, pace 1.05s, 0 throttled
  645,600/6,344,928 scanned, 4,043,800 kept, pace 1.05s, 0 throttled
  645,800/6,344,928 scanned, 4,044,000 kept, pace 1.05s, 0 throttled
  646,000/6,344,928 scanned, 4,044,200 kept, pace 1.05s, 0 throttled
  646,200/6,344,928 scanned, 4,044,400 kept, pace 1.05s, 0 throttled
  646,400/6,344,928 scanned, 4,044,600 kept, pace 1.05s, 0 throttled
  646,600/6,344,928 scanned, 4,044,800 kept, pace 1.05s, 0 throttled
  646,800/6,344,928 scanned, 4,045,000 kept, pace 1.05s, 0 throttled
  647,000/6,344,928 scanned, 4,045,200 kept, pace 1.05s, 0 throttled
  647,200/6,344,928 scanned, 4,045,400 kept, pace 1.05s, 0 throttled
  647,400/6,344,928 scanned, 4,045,600 kept, pace 1.05s, 0 throttled
  647,600/6,344,928 scanned, 4,045,800 kept, pace 1.05s, 0 throttled
  647,800/6,344,928 scanned, 4,046,000 kept, pace 1.05s, 0 throttled
  648,000/6,344,928 scanned, 4,046,200 kept, pace 1.05s, 0 throttled
  648,200/6,344,928 scanned, 4,046,400 kept, pace 1.05s, 0 throttled
  648,400/6,344,928 scanned, 4,046,600 kept, pace 1.05s, 0 throttled
  648,600/6,344,928 scanned, 4,046,800 kept, pace 1.05s, 0 throttled
  648,800/6,344,928 scanned, 4,047,000 kept, pace 1.05s, 0 throttled
  649,000/6,344,928 scanned, 4,047,200 kept, pace 1.05s, 0 throttled
  649,200/6,344,928 scanned, 4,047,400 kept, pace 1.05s, 0 throttled
  649,400/6,344,928 scanned, 4,047,600 kept, pace 1.05s, 0 throttled
  649,600/6,344,928 scanned, 4,047,800 kept, pace 1.05s, 0 throttled
  649,800/6,344,928 scanned, 4,048,000 kept, pace 1.05s, 0 throttled
  650,000/6,344,928 scanned, 4,048,200 kept, pace 1.05s, 0 throttled
  650,200/6,344,928 scanned, 4,048,400 kept, pace 1.05s, 0 throttled
  650,400/6,344,928 scanned, 4,048,600 kept, pace 1.05s, 0 throttled
  650,600/6,344,928 scanned, 4,048,800 kept, pace 1.05s, 0 throttled
  650,800/6,344,928 scanned, 4,049,000 kept, pace 1.05s, 0 throttled
  651,000/6,344,928 scanned, 4,049,200 kept, pace 1.05s, 0 throttled
  651,200/6,344,928 scanned, 4,049,400 kept, pace 1.05s, 0 throttled
  651,400/6,344,928 scanned, 4,049,600 kept, pace 1.05s, 0 throttled
  651,600/6,344,928 scanned, 4,049,800 kept, pace 1.05s, 0 throttled
  651,800/6,344,928 scanned, 4,050,000 kept, pace 1.05s, 0 throttled
  652,000/6,344,928 scanned, 4,050,200 kept, pace 1.05s, 0 throttled
  652,200/6,344,928 scanned, 4,050,400 kept, pace 1.05s, 0 throttled
  652,400/6,344,928 scanned, 4,050,600 kept, pace 1.05s, 0 throttled
  652,600/6,344,928 scanned, 4,050,800 kept, pace 1.05s, 0 throttled
  652,800/6,344,928 scanned, 4,051,000 kept, pace 1.05s, 0 throttled
  653,000/6,344,928 scanned, 4,051,200 kept, pace 1.05s, 0 throttled
  653,200/6,344,928 scanned, 4,051,400 kept, pace 1.05s, 0 throttled
  653,400/6,344,928 scanned, 4,051,600 kept, pace 1.05s, 0 throttled
  653,600/6,344,928 scanned, 4,051,800 kept, pace 1.05s, 0 throttled
  653,800/6,344,928 scanned, 4,052,000 kept, pace 1.05s, 0 throttled
  654,000/6,344,928 scanned, 4,052,200 kept, pace 1.05s, 0 throttled
  654,200/6,344,928 scanned, 4,052,400 kept, pace 1.05s, 0 throttled
  654,400/6,344,928 scanned, 4,052,600 kept, pace 1.05s, 0 throttled
  654,600/6,344,928 scanned, 4,052,800 kept, pace 1.05s, 0 throttled
  654,800/6,344,928 scanned, 4,053,000 kept, pace 1.05s, 0 throttled
  655,000/6,344,928 scanned, 4,053,200 kept, pace 1.05s, 0 throttled
  655,200/6,344,928 scanned, 4,053,400 kept, pace 1.05s, 0 throttled
  655,400/6,344,928 scanned, 4,053,600 kept, pace 1.05s, 0 throttled
  655,600/6,344,928 scanned, 4,053,800 kept, pace 1.05s, 0 throttled
  655,800/6,344,928 scanned, 4,054,000 kept, pace 1.05s, 0 throttled
  656,000/6,344,928 scanned, 4,054,200 kept, pace 1.05s, 0 throttled
  656,200/6,344,928 scanned, 4,054,400 kept, pace 1.05s, 0 throttled
  656,400/6,344,928 scanned, 4,054,600 kept, pace 1.05s, 0 throttled
  656,600/6,344,928 scanned, 4,054,800 kept, pace 1.05s, 0 throttled
  656,800/6,344,928 scanned, 4,055,000 kept, pace 1.05s, 0 throttled
  657,000/6,344,928 scanned, 4,055,200 kept, pace 1.05s, 0 throttled
  657,200/6,344,928 scanned, 4,055,400 kept, pace 1.05s, 0 throttled
  657,400/6,344,928 scanned, 4,055,600 kept, pace 1.05s, 0 throttled
  657,600/6,344,928 scanned, 4,055,800 kept, pace 1.05s, 0 throttled
  657,800/6,344,928 scanned, 4,056,000 kept, pace 1.05s, 0 throttled
  658,000/6,344,928 scanned, 4,056,200 kept, pace 1.05s, 0 throttled
  658,200/6,344,928 scanned, 4,056,400 kept, pace 1.05s, 0 throttled
  658,400/6,344,928 scanned, 4,056,600 kept, pace 1.05s, 0 throttled
  658,600/6,344,928 scanned, 4,056,800 kept, pace 1.05s, 0 throttled
  658,800/6,344,928 scanned, 4,057,000 kept, pace 1.05s, 0 throttled
  659,000/6,344,928 scanned, 4,057,200 kept, pace 1.05s, 0 throttled
  659,200/6,344,928 scanned, 4,057,400 kept, pace 1.05s, 0 throttled
  659,400/6,344,928 scanned, 4,057,600 kept, pace 1.05s, 0 throttled
  659,600/6,344,928 scanned, 4,057,800 kept, pace 1.05s, 0 throttled
  659,800/6,344,928 scanned, 4,058,000 kept, pace 1.05s, 0 throttled
  660,000/6,344,928 scanned, 4,058,200 kept, pace 1.05s, 0 throttled
  660,200/6,344,928 scanned, 4,058,400 kept, pace 1.05s, 0 throttled
  660,400/6,344,928 scanned, 4,058,600 kept, pace 1.05s, 0 throttled
  660,600/6,344,928 scanned, 4,058,800 kept, pace 1.05s, 0 throttled
  660,800/6,344,928 scanned, 4,059,000 kept, pace 1.05s, 0 throttled
  661,000/6,344,928 scanned, 4,059,200 kept, pace 1.05s, 0 throttled
  661,200/6,344,928 scanned, 4,059,400 kept, pace 1.05s, 0 throttled
  661,400/6,344,928 scanned, 4,059,600 kept, pace 1.05s, 0 throttled
  661,600/6,344,928 scanned, 4,059,800 kept, pace 1.05s, 0 throttled
  661,800/6,344,928 scanned, 4,060,000 kept, pace 1.05s, 0 throttled
  662,000/6,344,928 scanned, 4,060,200 kept, pace 1.05s, 0 throttled
  662,200/6,344,928 scanned, 4,060,400 kept, pace 1.05s, 0 throttled
