resuming from observation id 58,100,202 (1,506,000 rows kept)
6,341,161 annotated observations in bbox

  531,800/6,344,928 scanned, 3,930,000 kept, pace 1.05s, 0 throttled
  532,000/6,344,928 scanned, 3,930,200 kept, pace 1.05s, 0 throttled
  532,200/6,344,928 scanned, 3,930,400 kept, pace 1.05s, 0 throttled
  532,400/6,344,928 scanned, 3,930,600 kept, pace 1.05s, 0 throttled
  532,600/6,344,928 scanned, 3,930,800 kept, pace 1.05s, 0 throttled
  532,800/6,344,928 scanned, 3,931,000 kept, pace 1.05s, 0 throttled
  533,000/6,344,928 scanned, 3,931,200 kept, pace 1.05s, 0 throttled
  533,200/6,344,928 scanned, 3,931,400 kept, pace 1.05s, 0 throttled
  533,400/6,344,928 scanned, 3,931,600 kept, pace 1.05s, 0 throttled
  533,600/6,344,928 scanned, 3,931,800 kept, pace 1.05s, 0 throttled
  533,800/6,344,928 scanned, 3,932,000 kept, pace 1.05s, 0 throttled
  534,000/6,344,928 scanned, 3,932,200 kept, pace 1.05s, 0 throttled
  534,200/6,344,928 scanned, 3,932,400 kept, pace 1.05s, 0 throttled
  534,400/6,344,928 scanned, 3,932,600 kept, pace 1.05s, 0 throttled
  534,600/6,344,928 scanned, 3,932,800 kept, pace 1.05s, 0 throttled
  534,800/6,344,928 scanned, 3,933,000 kept, pace 1.05s, 0 throttled
  535,000/6,344,928 scanned, 3,933,200 kept, pace 1.05s, 0 throttled
  535,200/6,344,928 scanned, 3,933,400 kept, pace 1.05s, 0 throttled
  535,400/6,344,928 scanned, 3,933,600 kept, pace 1.05s, 0 throttled
  535,600/6,344,928 scanned, 3,933,800 kept, pace 1.05s, 0 throttled
  535,800/6,344,928 scanned, 3,934,000 kept, pace 1.05s, 0 throttled
  536,000/6,344,928 scanned, 3,934,200 kept, pace 1.05s, 0 throttled
  536,200/6,344,928 scanned, 3,934,400 kept, pace 1.05s, 0 throttled
  536,400/6,344,928 scanned, 3,934,600 kept, pace 1.05s, 0 throttled
  536,600/6,344,928 scanned, 3,934,800 kept, pace 1.05s, 0 throttled
  536,800/6,344,928 scanned, 3,935,000 kept, pace 1.05s, 0 throttled
  537,000/6,344,928 scanned, 3,935,200 kept, pace 1.05s, 0 throttled
  537,200/6,344,928 scanned, 3,935,400 kept, pace 1.05s, 0 throttled
  537,400/6,344,928 scanned, 3,935,600 kept, pace 1.05s, 0 throttled
  537,600/6,344,928 scanned, 3,935,800 kept, pace 1.05s, 0 throttled
  537,800/6,344,928 scanned, 3,936,000 kept, pace 1.05s, 0 throttled
  538,000/6,344,928 scanned, 3,936,200 kept, pace 1.05s, 0 throttled
  538,200/6,344,928 scanned, 3,936,400 kept, pace 1.05s, 0 throttled
  538,400/6,344,928 scanned, 3,936,600 kept, pace 1.05s, 0 throttled
  538,600/6,344,928 scanned, 3,936,800 kept, pace 1.05s, 0 throttled
  538,800/6,344,928 scanned, 3,937,000 kept, pace 1.05s, 0 throttled
  539,000/6,344,928 scanned, 3,937,200 kept, pace 1.05s, 0 throttled
  539,200/6,344,928 scanned, 3,937,400 kept, pace 1.05s, 0 throttled
  539,400/6,344,928 scanned, 3,937,600 kept, pace 1.05s, 0 throttled
  539,600/6,344,928 scanned, 3,937,800 kept, pace 1.05s, 0 throttled
  539,800/6,344,928 scanned, 3,938,000 kept, pace 1.05s, 0 throttled
  540,000/6,344,928 scanned, 3,938,200 kept, pace 1.05s, 0 throttled
  540,200/6,344,928 scanned, 3,938,400 kept, pace 1.05s, 0 throttled
  540,400/6,344,928 scanned, 3,938,600 kept, pace 1.05s, 0 throttled
  540,600/6,344,928 scanned, 3,938,800 kept, pace 1.05s, 0 throttled
  540,800/6,344,928 scanned, 3,939,000 kept, pace 1.05s, 0 throttled
  541,000/6,344,928 scanned, 3,939,200 kept, pace 1.05s, 0 throttled
  541,200/6,344,928 scanned, 3,939,400 kept, pace 1.05s, 0 throttled
  541,400/6,344,928 scanned, 3,939,600 kept, pace 1.05s, 0 throttled
  541,600/6,344,928 scanned, 3,939,800 kept, pace 1.05s, 0 throttled
  541,800/6,344,928 scanned, 3,940,000 kept, pace 1.05s, 0 throttled
  542,000/6,344,928 scanned, 3,940,200 kept, pace 1.05s, 0 throttled
  542,200/6,344,928 scanned, 3,940,400 kept, pace 1.05s, 0 throttled
  542,400/6,344,928 scanned, 3,940,600 kept, pace 1.05s, 0 throttled
  542,600/6,344,928 scanned, 3,940,800 kept, pace 1.05s, 0 throttled
  542,800/6,344,928 scanned, 3,941,000 kept, pace 1.05s, 0 throttled
  543,000/6,344,928 scanned, 3,941,200 kept, pace 1.05s, 0 throttled
  543,200/6,344,928 scanned, 3,941,400 kept, pace 1.05s, 0 throttled
  543,400/6,344,928 scanned, 3,941,600 kept, pace 1.05s, 0 throttled
  543,600/6,344,928 scanned, 3,941,800 kept, pace 1.05s, 0 throttled
  543,800/6,344,928 scanned, 3,942,000 kept, pace 1.05s, 0 throttled
  544,000/6,344,928 scanned, 3,942,200 kept, pace 1.05s, 0 throttled
  544,200/6,344,928 scanned, 3,942,400 kept, pace 1.05s, 0 throttled
  544,400/6,344,928 scanned, 3,942,600 kept, pace 1.05s, 0 throttled
  544,600/6,344,928 scanned, 3,942,800 kept, pace 1.05s, 0 throttled
  544,800/6,344,928 scanned, 3,943,000 kept, pace 1.05s, 0 throttled
  545,000/6,344,928 scanned, 3,943,200 kept, pace 1.05s, 0 throttled
  545,200/6,344,928 scanned, 3,943,400 kept, pace 1.05s, 0 throttled
  545,400/6,344,928 scanned, 3,943,600 kept, pace 1.05s, 0 throttled
  545,600/6,344,928 scanned, 3,943,800 kept, pace 1.05s, 0 throttled
  545,800/6,344,928 scanned, 3,944,000 kept, pace 1.05s, 0 throttled
  546,000/6,344,928 scanned, 3,944,200 kept, pace 1.05s, 0 throttled
  546,200/6,344,928 scanned, 3,944,400 kept, pace 1.05s, 0 throttled
  546,400/6,344,928 scanned, 3,944,600 kept, pace 1.05s, 0 throttled
  546,600/6,344,928 scanned, 3,944,800 kept, pace 1.05s, 0 throttled
  546,800/6,344,928 scanned, 3,945,000 kept, pace 1.05s, 0 throttled
  547,000/6,344,928 scanned, 3,945,200 kept, pace 1.05s, 0 throttled
  547,200/6,344,928 scanned, 3,945,400 kept, pace 1.05s, 0 throttled
  547,400/6,344,928 scanned, 3,945,600 kept, pace 1.05s, 0 throttled
  547,600/6,344,928 scanned, 3,945,800 kept, pace 1.05s, 0 throttled
  547,800/6,344,928 scanned, 3,946,000 kept, pace 1.05s, 0 throttled
  548,000/6,344,928 scanned, 3,946,200 kept, pace 1.05s, 0 throttled
  548,200/6,344,928 scanned, 3,946,400 kept, pace 1.05s, 0 throttled
  548,400/6,344,928 scanned, 3,946,600 kept, pace 1.05s, 0 throttled
  548,600/6,344,928 scanned, 3,946,800 kept, pace 1.05s, 0 throttled
  548,800/6,344,928 scanned, 3,947,000 kept, pace 1.05s, 0 throttled
  549,000/6,344,928 scanned, 3,947,200 kept, pace 1.05s, 0 throttled
  549,200/6,344,928 scanned, 3,947,400 kept, pace 1.05s, 0 throttled
  549,400/6,344,928 scanned, 3,947,600 kept, pace 1.05s, 0 throttled
  549,600/6,344,928 scanned, 3,947,800 kept, pace 1.05s, 0 throttled
  549,800/6,344,928 scanned, 3,948,000 kept, pace 1.05s, 0 throttled
  550,000/6,344,928 scanned, 3,948,200 kept, pace 1.05s, 0 throttled
  550,200/6,344,928 scanned, 3,948,400 kept, pace 1.05s, 0 throttled
  550,400/6,344,928 scanned, 3,948,600 kept, pace 1.05s, 0 throttled
  550,600/6,344,928 scanned, 3,948,800 kept, pace 1.05s, 0 throttled
  550,800/6,344,928 scanned, 3,949,000 kept, pace 1.05s, 0 throttled
  551,000/6,344,928 scanned, 3,949,200 kept, pace 1.05s, 0 throttled
  551,200/6,344,928 scanned, 3,949,400 kept, pace 1.05s, 0 throttled
  551,400/6,344,928 scanned, 3,949,600 kept, pace 1.05s, 0 throttled
  551,600/6,344,928 scanned, 3,949,800 kept, pace 1.05s, 0 throttled
  551,800/6,344,928 scanned, 3,950,000 kept, pace 1.05s, 0 throttled
  552,000/6,344,928 scanned, 3,950,200 kept, pace 1.05s, 0 throttled
  552,200/6,344,928 scanned, 3,950,400 kept, pace 1.05s, 0 throttled
  552,400/6,344,928 scanned, 3,950,600 kept, pace 1.05s, 0 throttled
  552,600/6,344,928 scanned, 3,950,800 kept, pace 1.05s, 0 throttled
  552,800/6,344,928 scanned, 3,951,000 kept, pace 1.05s, 0 throttled
  553,000/6,344,928 scanned, 3,951,200 kept, pace 1.05s, 0 throttled
  553,200/6,344,928 scanned, 3,951,400 kept, pace 1.05s, 0 throttled
  553,400/6,344,928 scanned, 3,951,600 kept, pace 1.05s, 0 throttled
  553,600/6,344,928 scanned, 3,951,800 kept, pace 1.05s, 0 throttled
  553,800/6,344,928 scanned, 3,952,000 kept, pace 1.05s, 0 throttled
  554,000/6,344,928 scanned, 3,952,200 kept, pace 1.05s, 0 throttled
  554,200/6,344,928 scanned, 3,952,400 kept, pace 1.05s, 0 throttled
  554,400/6,344,928 scanned, 3,952,600 kept, pace 1.05s, 0 throttled
  554,600/6,344,928 scanned, 3,952,800 kept, pace 1.05s, 0 throttled
  554,800/6,344,928 scanned, 3,953,000 kept, pace 1.05s, 0 throttled
  555,000/6,344,928 scanned, 3,953,200 kept, pace 1.05s, 0 throttled
  555,200/6,344,928 scanned, 3,953,400 kept, pace 1.05s, 0 throttled
  555,400/6,344,928 scanned, 3,953,600 kept, pace 1.05s, 0 throttled
  555,600/6,344,928 scanned, 3,953,800 kept, pace 1.05s, 0 throttled
  555,800/6,344,928 scanned, 3,954,000 kept, pace 1.05s, 0 throttled
  556,000/6,344,928 scanned, 3,954,200 kept, pace 1.05s, 0 throttled
  556,200/6,344,928 scanned, 3,954,400 kept, pace 1.05s, 0 throttled
  556,400/6,344,928 scanned, 3,954,600 kept, pace 1.05s, 0 throttled
  556,600/6,344,928 scanned, 3,954,800 kept, pace 1.05s, 0 throttled
  556,800/6,344,928 scanned, 3,955,000 kept, pace 1.05s, 0 throttled
  557,000/6,344,928 scanned, 3,955,200 kept, pace 1.05s, 0 throttled
  557,200/6,344,928 scanned, 3,955,400 kept, pace 1.05s, 0 throttled
  557,400/6,344,928 scanned, 3,955,600 kept, pace 1.05s, 0 throttled
  557,600/6,344,928 scanned, 3,955,800 kept, pace 1.05s, 0 throttled
  557,800/6,344,928 scanned, 3,956,000 kept, pace 1.05s, 0 throttled
  558,000/6,344,928 scanned, 3,956,200 kept, pace 1.05s, 0 throttled
  558,200/6,344,928 scanned, 3,956,400 kept, pace 1.05s, 0 throttled
  558,400/6,344,928 scanned, 3,956,600 kept, pace 1.05s, 0 throttled
  558,600/6,344,928 scanned, 3,956,800 kept, pace 1.05s, 0 throttled
  558,800/6,344,928 scanned, 3,957,000 kept, pace 1.05s, 0 throttled
  559,000/6,344,928 scanned, 3,957,200 kept, pace 1.05s, 0 throttled
  559,200/6,344,928 scanned, 3,957,400 kept, pace 1.05s, 0 throttled
  559,400/6,344,928 scanned, 3,957,600 kept, pace 1.05s, 0 throttled
  559,600/6,344,928 scanned, 3,957,800 kept, pace 1.05s, 0 throttled
  559,800/6,344,928 scanned, 3,958,000 kept, pace 1.05s, 0 throttled
  560,000/6,344,928 scanned, 3,958,200 kept, pace 1.05s, 0 throttled
  560,200/6,344,928 scanned, 3,958,400 kept, pace 1.05s, 0 throttled
  560,400/6,344,928 scanned, 3,958,600 kept, pace 1.05s, 0 throttled
  560,600/6,344,928 scanned, 3,958,800 kept, pace 1.05s, 0 throttled
  560,800/6,344,928 scanned, 3,959,000 kept, pace 1.05s, 0 throttled
  561,000/6,344,928 scanned, 3,959,200 kept, pace 1.05s, 0 throttled
  561,200/6,344,928 scanned, 3,959,400 kept, pace 1.05s, 0 throttled
  561,400/6,344,928 scanned, 3,959,600 kept, pace 1.05s, 0 throttled
  561,600/6,344,928 scanned, 3,959,800 kept, pace 1.05s, 0 throttled
  561,800/6,344,928 scanned, 3,960,000 kept, pace 1.05s, 0 throttled
  562,000/6,344,928 scanned, 3,960,200 kept, pace 1.05s, 0 throttled
  562,200/6,344,928 scanned, 3,960,400 kept, pace 1.05s, 0 throttled
  562,400/6,344,928 scanned, 3,960,600 kept, pace 1.05s, 0 throttled
  562,600/6,344,928 scanned, 3,960,800 kept, pace 1.05s, 0 throttled
  562,800/6,344,928 scanned, 3,961,000 kept, pace 1.05s, 0 throttled
  563,000/6,344,928 scanned, 3,961,200 kept, pace 1.05s, 0 throttled
  563,200/6,344,928 scanned, 3,961,400 kept, pace 1.05s, 0 throttled
  563,400/6,344,928 scanned, 3,961,600 kept, pace 1.05s, 0 throttled
  563,600/6,344,928 scanned, 3,961,800 kept, pace 1.05s, 0 throttled
  563,800/6,344,928 scanned, 3,962,000 kept, pace 1.05s, 0 throttled
  564,000/6,344,928 scanned, 3,962,200 kept, pace 1.05s, 0 throttled
  564,200/6,344,928 scanned, 3,962,400 kept, pace 1.05s, 0 throttled
  564,400/6,344,928 scanned, 3,962,600 kept, pace 1.05s, 0 throttled
  564,600/6,344,928 scanned, 3,962,800 kept, pace 1.05s, 0 throttled
  564,800/6,344,928 scanned, 3,963,000 kept, pace 1.05s, 0 throttled
  565,000/6,344,928 scanned, 3,963,200 kept, pace 1.05s, 0 throttled
  565,200/6,344,928 scanned, 3,963,400 kept, pace 1.05s, 0 throttled
  565,400/6,344,928 scanned, 3,963,600 kept, pace 1.05s, 0 throttled
  565,600/6,344,928 scanned, 3,963,800 kept, pace 1.05s, 0 throttled
  565,800/6,344,928 scanned, 3,964,000 kept, pace 1.05s, 0 throttled
  566,000/6,344,928 scanned, 3,964,200 kept, pace 1.05s, 0 throttled
  566,200/6,344,928 scanned, 3,964,400 kept, pace 1.05s, 0 throttled
  566,400/6,344,928 scanned, 3,964,600 kept, pace 1.05s, 0 throttled
  566,600/6,344,928 scanned, 3,964,800 kept, pace 1.05s, 0 throttled
  566,800/6,344,928 scanned, 3,965,000 kept, pace 1.05s, 0 throttled
  567,000/6,344,928 scanned, 3,965,200 kept, pace 1.05s, 0 throttled
  567,200/6,344,928 scanned, 3,965,400 kept, pace 1.05s, 0 throttled
  567,400/6,344,928 scanned, 3,965,600 kept, pace 1.05s, 0 throttled
  567,600/6,344,928 scanned, 3,965,800 kept, pace 1.05s, 0 throttled
  567,800/6,344,928 scanned, 3,966,000 kept, pace 1.05s, 0 throttled
  568,000/6,344,928 scanned, 3,966,200 kept, pace 1.05s, 0 throttled
  568,200/6,344,928 scanned, 3,966,400 kept, pace 1.05s, 0 throttled
  568,400/6,344,928 scanned, 3,966,600 kept, pace 1.05s, 0 throttled
  568,600/6,344,928 scanned, 3,966,800 kept, pace 1.05s, 0 throttled
  568,800/6,344,928 scanned, 3,967,000 kept, pace 1.05s, 0 throttled
  569,000/6,344,928 scanned, 3,967,200 kept, pace 1.05s, 0 throttled
  569,200/6,344,928 scanned, 3,967,400 kept, pace 1.05s, 0 throttled
  569,400/6,344,928 scanned, 3,967,600 kept, pace 1.05s, 0 throttled
  569,600/6,344,928 scanned, 3,967,800 kept, pace 1.05s, 0 throttled
  569,800/6,344,928 scanned, 3,968,000 kept, pace 1.05s, 0 throttled
  570,000/6,344,928 scanned, 3,968,200 kept, pace 1.05s, 0 throttled
  570,200/6,344,928 scanned, 3,968,400 kept, pace 1.05s, 0 throttled
  570,400/6,344,928 scanned, 3,968,600 kept, pace 1.05s, 0 throttled
  570,600/6,344,928 scanned, 3,968,800 kept, pace 1.05s, 0 throttled
  570,800/6,344,928 scanned, 3,969,000 kept, pace 1.05s, 0 throttled
  571,000/6,344,928 scanned, 3,969,200 kept, pace 1.05s, 0 throttled
  571,200/6,344,928 scanned, 3,969,400 kept, pace 1.05s, 0 throttled
  571,400/6,344,928 scanned, 3,969,600 kept, pace 1.05s, 0 throttled
  571,600/6,344,928 scanned, 3,969,800 kept, pace 1.05s, 0 throttled
  571,800/6,344,928 scanned, 3,970,000 kept, pace 1.05s, 0 throttled
  572,000/6,344,928 scanned, 3,970,200 kept, pace 1.05s, 0 throttled
  572,200/6,344,928 scanned, 3,970,400 kept, pace 1.05s, 0 throttled
  572,400/6,344,928 scanned, 3,970,600 kept, pace 1.05s, 0 throttled
  572,600/6,344,928 scanned, 3,970,800 kept, pace 1.05s, 0 throttled
  572,800/6,344,928 scanned, 3,971,000 kept, pace 1.05s, 0 throttled
  573,000/6,344,928 scanned, 3,971,200 kept, pace 1.05s, 0 throttled
  573,200/6,344,928 scanned, 3,971,400 kept, pace 1.05s, 0 throttled
  573,400/6,344,928 scanned, 3,971,600 kept, pace 1.05s, 0 throttled
  573,600/6,344,928 scanned, 3,971,800 kept, pace 1.05s, 0 throttled
  573,800/6,344,928 scanned, 3,972,000 kept, pace 1.05s, 0 throttled
  574,000/6,344,928 scanned, 3,972,200 kept, pace 1.05s, 0 throttled
  574,200/6,344,928 scanned, 3,972,400 kept, pace 1.05s, 0 throttled
  574,400/6,344,928 scanned, 3,972,600 kept, pace 1.05s, 0 throttled
  574,600/6,344,928 scanned, 3,972,800 kept, pace 1.05s, 0 throttled
  574,800/6,344,928 scanned, 3,973,000 kept, pace 1.05s, 0 throttled
  575,000/6,344,928 scanned, 3,973,200 kept, pace 1.05s, 0 throttled
  575,200/6,344,928 scanned, 3,973,400 kept, pace 1.05s, 0 throttled
  575,400/6,344,928 scanned, 3,973,600 kept, pace 1.05s, 0 throttled
  575,600/6,344,928 scanned, 3,973,800 kept, pace 1.05s, 0 throttled
  575,800/6,344,928 scanned, 3,974,000 kept, pace 1.05s, 0 throttled
  576,000/6,344,928 scanned, 3,974,200 kept, pace 1.05s, 0 throttled
  576,200/6,344,928 scanned, 3,974,400 kept, pace 1.05s, 0 throttled
  576,400/6,344,928 scanned, 3,974,600 kept, pace 1.05s, 0 throttled
  576,600/6,344,928 scanned, 3,974,800 kept, pace 1.05s, 0 throttled
  576,800/6,344,928 scanned, 3,975,000 kept, pace 1.05s, 0 throttled
  577,000/6,344,928 scanned, 3,975,200 kept, pace 1.05s, 0 throttled
  577,200/6,344,928 scanned, 3,975,400 kept, pace 1.05s, 0 throttled
  577,400/6,344,928 scanned, 3,975,600 kept, pace 1.05s, 0 throttled
  577,600/6,344,928 scanned, 3,975,800 kept, pace 1.05s, 0 throttled
  577,800/6,344,928 scanned, 3,976,000 kept, pace 1.05s, 0 throttled
  578,000/6,344,928 scanned, 3,976,200 kept, pace 1.05s, 0 throttled
  578,200/6,344,928 scanned, 3,976,400 kept, pace 1.05s, 0 throttled
  578,400/6,344,928 scanned, 3,976,600 kept, pace 1.05s, 0 throttled
  578,600/6,344,928 scanned, 3,976,800 kept, pace 1.05s, 0 throttled
  578,800/6,344,928 scanned, 3,977,000 kept, pace 1.05s, 0 throttled
  579,000/6,344,928 scanned, 3,977,200 kept, pace 1.05s, 0 throttled
  579,200/6,344,928 scanned, 3,977,400 kept, pace 1.05s, 0 throttled
  579,400/6,344,928 scanned, 3,977,600 kept, pace 1.05s, 0 throttled
  579,600/6,344,928 scanned, 3,977,800 kept, pace 1.05s, 0 throttled
  579,800/6,344,928 scanned, 3,978,000 kept, pace 1.05s, 0 throttled
  580,000/6,344,928 scanned, 3,978,200 kept, pace 1.05s, 0 throttled
  580,200/6,344,928 scanned, 3,978,400 kept, pace 1.05s, 0 throttled
  580,400/6,344,928 scanned, 3,978,600 kept, pace 1.05s, 0 throttled
  580,600/6,344,928 scanned, 3,978,800 kept, pace 1.05s, 0 throttled
  580,800/6,344,928 scanned, 3,979,000 kept, pace 1.05s, 0 throttled
  581,000/6,344,928 scanned, 3,979,200 kept, pace 1.05s, 0 throttled
  581,200/6,344,928 scanned, 3,979,400 kept, pace 1.05s, 0 throttled
  581,400/6,344,928 scanned, 3,979,600 kept, pace 1.05s, 0 throttled
  581,600/6,344,928 scanned, 3,979,800 kept, pace 1.05s, 0 throttled
  581,800/6,344,928 scanned, 3,980,000 kept, pace 1.05s, 0 throttled
  582,000/6,344,928 scanned, 3,980,200 kept, pace 1.05s, 0 throttled
  582,200/6,344,928 scanned, 3,980,400 kept, pace 1.05s, 0 throttled
  582,400/6,344,928 scanned, 3,980,600 kept, pace 1.05s, 0 throttled
  582,600/6,344,928 scanned, 3,980,800 kept, pace 1.05s, 0 throttled
  582,800/6,344,928 scanned, 3,981,000 kept, pace 1.05s, 0 throttled
  583,000/6,344,928 scanned, 3,981,200 kept, pace 1.05s, 0 throttled
  583,200/6,344,928 scanned, 3,981,400 kept, pace 1.05s, 0 throttled
  583,400/6,344,928 scanned, 3,981,600 kept, pace 1.05s, 0 throttled
  583,600/6,344,928 scanned, 3,981,800 kept, pace 1.05s, 0 throttled
  583,800/6,344,928 scanned, 3,982,000 kept, pace 1.05s, 0 throttled
  584,000/6,344,928 scanned, 3,982,200 kept, pace 1.05s, 0 throttled
  584,200/6,344,928 scanned, 3,982,400 kept, pace 1.05s, 0 throttled
  584,400/6,344,928 scanned, 3,982,600 kept, pace 1.05s, 0 throttled
  584,600/6,344,928 scanned, 3,982,800 kept, pace 1.05s, 0 throttled
  584,800/6,344,928 scanned, 3,983,000 kept, pace 1.05s, 0 throttled
  585,000/6,344,928 scanned, 3,983,200 kept, pace 1.05s, 0 throttled
  585,200/6,344,928 scanned, 3,983,400 kept, pace 1.05s, 0 throttled
  585,400/6,344,928 scanned, 3,983,600 kept, pace 1.05s, 0 throttled
  585,600/6,344,928 scanned, 3,983,800 kept, pace 1.05s, 0 throttled
  585,800/6,344,928 scanned, 3,984,000 kept, pace 1.05s, 0 throttled
  586,000/6,344,928 scanned, 3,984,200 kept, pace 1.05s, 0 throttled
  586,200/6,344,928 scanned, 3,984,400 kept, pace 1.05s, 0 throttled
  586,400/6,344,928 scanned, 3,984,600 kept, pace 1.05s, 0 throttled
  586,600/6,344,928 scanned, 3,984,800 kept, pace 1.05s, 0 throttled
  586,800/6,344,928 scanned, 3,985,000 kept, pace 1.05s, 0 throttled
  587,000/6,344,928 scanned, 3,985,200 kept, pace 1.05s, 0 throttled
  587,200/6,344,928 scanned, 3,985,400 kept, pace 1.05s, 0 throttled
  587,400/6,344,928 scanned, 3,985,600 kept, pace 1.05s, 0 throttled
  587,600/6,344,928 scanned, 3,985,800 kept, pace 1.05s, 0 throttled
  587,800/6,344,928 scanned, 3,986,000 kept, pace 1.05s, 0 throttled
  588,000/6,344,928 scanned, 3,986,200 kept, pace 1.05s, 0 throttled
  588,200/6,344,928 scanned, 3,986,400 kept, pace 1.05s, 0 throttled
  588,400/6,344,928 scanned, 3,986,600 kept, pace 1.05s, 0 throttled
  588,600/6,344,928 scanned, 3,986,800 kept, pace 1.05s, 0 throttled
  588,800/6,344,928 scanned, 3,987,000 kept, pace 1.05s, 0 throttled
  589,000/6,344,928 scanned, 3,987,200 kept, pace 1.05s, 0 throttled
  589,200/6,344,928 scanned, 3,987,400 kept, pace 1.05s, 0 throttled
  589,400/6,344,928 scanned, 3,987,600 kept, pace 1.05s, 0 throttled
  589,600/6,344,928 scanned, 3,987,800 kept, pace 1.05s, 0 throttled
  589,800/6,344,928 scanned, 3,988,000 kept, pace 1.05s, 0 throttled
  590,000/6,344,928 scanned, 3,988,200 kept, pace 1.05s, 0 throttled
  590,200/6,344,928 scanned, 3,988,400 kept, pace 1.05s, 0 throttled
  590,400/6,344,928 scanned, 3,988,600 kept, pace 1.05s, 0 throttled
  590,600/6,344,928 scanned, 3,988,800 kept, pace 1.05s, 0 throttled
  590,800/6,344,928 scanned, 3,989,000 kept, pace 1.05s, 0 throttled
  591,000/6,344,928 scanned, 3,989,200 kept, pace 1.05s, 0 throttled
  591,200/6,344,928 scanned, 3,989,400 kept, pace 1.05s, 0 throttled
  591,400/6,344,928 scanned, 3,989,600 kept, pace 1.05s, 0 throttled
  591,600/6,344,928 scanned, 3,989,800 kept, pace 1.05s, 0 throttled
  591,800/6,344,928 scanned, 3,990,000 kept, pace 1.05s, 0 throttled
  592,000/6,344,928 scanned, 3,990,200 kept, pace 1.05s, 0 throttled
  592,200/6,344,928 scanned, 3,990,400 kept, pace 1.05s, 0 throttled
  592,400/6,344,928 scanned, 3,990,600 kept, pace 1.05s, 0 throttled
  592,600/6,344,928 scanned, 3,990,800 kept, pace 1.05s, 0 throttled
  592,800/6,344,928 scanned, 3,991,000 kept, pace 1.05s, 0 throttled
  593,000/6,344,928 scanned, 3,991,200 kept, pace 1.05s, 0 throttled
  593,200/6,344,928 scanned, 3,991,400 kept, pace 1.05s, 0 throttled
  593,400/6,344,928 scanned, 3,991,600 kept, pace 1.05s, 0 throttled
  593,600/6,344,928 scanned, 3,991,800 kept, pace 1.05s, 0 throttled
  593,800/6,344,928 scanned, 3,992,000 kept, pace 1.05s, 0 throttled
  594,000/6,344,928 scanned, 3,992,200 kept, pace 1.05s, 0 throttled
  594,200/6,344,928 scanned, 3,992,400 kept, pace 1.05s, 0 throttled
  594,400/6,344,928 scanned, 3,992,600 kept, pace 1.05s, 0 throttled
  594,600/6,344,928 scanned, 3,992,800 kept, pace 1.05s, 0 throttled
  594,800/6,344,928 scanned, 3,993,000 kept, pace 1.05s, 0 throttled
  595,000/6,344,928 scanned, 3,993,200 kept, pace 1.05s, 0 throttled
  595,200/6,344,928 scanned, 3,993,400 kept, pace 1.05s, 0 throttled
  595,400/6,344,928 scanned, 3,993,600 kept, pace 1.05s, 0 throttled
  595,600/6,344,928 scanned, 3,993,800 kept, pace 1.05s, 0 throttled
  595,800/6,344,928 scanned, 3,994,000 kept, pace 1.05s, 0 throttled
  596,000/6,344,928 scanned, 3,994,200 kept, pace 1.05s, 0 throttled
  596,200/6,344,928 scanned, 3,994,400 kept, pace 1.05s, 0 throttled
  596,400/6,344,928 scanned, 3,994,600 kept, pace 1.05s, 0 throttled
  596,600/6,344,928 scanned, 3,994,800 kept, pace 1.05s, 0 throttled
  596,800/6,344,928 scanned, 3,995,000 kept, pace 1.05s, 0 throttled
  597,000/6,344,928 scanned, 3,995,200 kept, pace 1.05s, 0 throttled
  597,200/6,344,928 scanned, 3,995,400 kept, pace 1.05s, 0 throttled
  597,400/6,344,928 scanned, 3,995,600 kept, pace 1.05s, 0 throttled
  597,600/6,344,928 scanned, 3,995,800 kept, pace 1.05s, 0 throttled
  597,800/6,344,928 scanned, 3,996,000 kept, pace 1.05s, 0 throttled
  598,000/6,344,928 scanned, 3,996,200 kept, pace 1.05s, 0 throttled
  598,200/6,344,928 scanned, 3,996,400 kept, pace 1.05s, 0 throttled
  598,400/6,344,928 scanned, 3,996,600 kept, pace 1.05s, 0 throttled
  598,600/6,344,928 scanned, 3,996,800 kept, pace 1.05s, 0 throttled
  598,800/6,344,928 scanned, 3,997,000 kept, pace 1.05s, 0 throttled
  599,000/6,344,928 scanned, 3,997,200 kept, pace 1.05s, 0 throttled
  599,200/6,344,928 scanned, 3,997,400 kept, pace 1.05s, 0 throttled
  599,400/6,344,928 scanned, 3,997,600 kept, pace 1.05s, 0 throttled
  599,600/6,344,928 scanned, 3,997,800 kept, pace 1.05s, 0 throttled
  599,800/6,344,928 scanned, 3,998,000 kept, pace 1.05s, 0 throttled
  600,000/6,344,928 scanned, 3,998,200 kept, pace 1.05s, 0 throttled
  600,200/6,344,928 scanned, 3,998,400 kept, pace 1.05s, 0 throttled
  600,400/6,344,928 scanned, 3,998,600 kept, pace 1.05s, 0 throttled
  600,600/6,344,928 scanned, 3,998,800 kept, pace 1.05s, 0 throttled
  600,800/6,344,928 scanned, 3,999,000 kept, pace 1.05s, 0 throttled
  601,000/6,344,928 scanned, 3,999,200 kept, pace 1.05s, 0 throttled
  601,200/6,344,928 scanned, 3,999,400 kept, pace 1.05s, 0 throttled
